"","plot","latitude","longitude","area","subsamples","area_m2","Last_fire_y_ago","collection_date","biome","nativeness","warning","delta15N","N_conc_g_kg","P_conc_mg_kg","abund","richness","mold_Eurotiales_Abundance","mold_Mortierellales_Abundance","mold_Mucorales_Abundance","mold_Trichoderma_Abundance","mold_Umbelopsidales_Abundance","lat","lon","sample_name","study_id","raster_value","adiv_richness_new","adiv_chao1_new","adiv_shannon_new","subtype","value"
"1265","S1043",50.14,14.58,"Czech Republic:Vino?",40,"2500","100","2017-08-23","forest: temperate broadleaf forest biome","","","5.236997647","1.277746919","unknown",5737,634,0.069722852,30.78263901,0.104584277,0.644936378,0.174307129,50.14,14.58,"S1043","S",29150,383,518.835443037975,4.92215713343263,"broadleaf",4.92215713343263
"1266","S1045",49.05,14.44,"Czech Republic:Hluboká nad Vltavou",40,"2500","100","2017-08-24","forest: temperate broadleaf forest biome","","","2.383861915","9.907543649","unknown",5289,1143,3.516732842,17.99962186,0.699565135,0.718472301,7.033465683,49.05,14.44,"S1045","S",29032,554,855.853658536585,5.4036770423815,"broadleaf",5.4036770423815
"1267","S1046",49.05,14.51,"Czech Republic:Hluboká nad Vltavou",40,"2500","100","2017-08-24","forest: temperate broadleaf forest biome","","","3.859644525","5.730752272","unknown",4249,825,9.060955519,8.213697341,0.258884443,1.718051306,7.154624618,49.05,14.51,"S1046","S",28327,485,720.330275229358,5.16946966522703,"broadleaf",5.16946966522703
"1268","S1047",50.4,14.05,"Czech Republic:Libochovice",40,"2500","100","2017-08-30","forest: temperate broadleaf forest biome","","","-0.1733296","2.122267214","unknown",3957,619,3.917108921,3.007328784,0.682335102,1.137225171,3.89183725,50.4,14.05,"S1047","S",27662,363,570.642857142857,4.42141010976372,"broadleaf",4.42141010976372
"1269","S1048",50.41,14.12,"Czech Republic:Libochovice",40,"2500","100","2017-08-30","forest: temperate broadleaf forest biome","","","1.204914381","5.253540799","unknown",4664,448,30.55317324,1.15780446,0.06432247,3.066037736,0.364493997,50.41,14.12,"S1048","S",29386,284,367.397058823529,4.09030484495407,"broadleaf",4.09030484495407
"1270","S105",30.34,119.43,"China:ZJ:Tianmushan",40,"2500","100","2012-09-19","forest: temperate coniferous forest biome","","","-0.32416881","8.356375514","6.746396811",2790,822,0.107526882,26.77419355,0.071684588,8.960573477,0.215053763,30.34,119.43,"S105","S",27642,534,868.486486486486,5.14226360542312,"coniferous",5.14226360542312
"1271","S1051",49.74,14.79,"Czech Republic:Jemništ?",40,"2500","100","2017-08-31","forest: temperate broadleaf forest biome","","","2.486351734","2.971936004","unknown",2681,611,11.6001492,2.163371876,3.953748601,2.872062663,1.118985453,49.74,14.79,"S1051","S",28930,441,578.021276595745,5.29093579676279,"broadleaf",5.29093579676279
"1272","S1054",8.47,4.65,"Nigeria:Ilorin:Kwara",40,"2500","10","2018-12-08","woodland: tropical woodland biome","","","3.404028076","0.237088836","1.788404155",4455,1197,1.077441077,0.359147026,0.471380471,0.179573513,0,8.47,4.65,"S1054","S",25322,678,1072.32467532468,5.72937728145416,"forest",5.72937728145416
"1273","S1055",8.46,4.67,"Nigeria:Ilorin:Kwara",40,"2500","10","2018-12-12","woodland: tropical woodland biome","","","2.897524824","0.361600627","5.120502513",4186,1099,6.02006689,0.740563784,0.382226469,0.143334926,0,8.46,4.67,"S1055","S",19122,606,1016.16666666667,5.60273801096576,"forest",5.60273801096576
"1274","S1056",8.45,4.66,"Nigeria:Ilorin:Kwara",40,"2500","10","2018-12-09","woodland: tropical woodland biome","","","4.408098281","0.672545756","0.722790698",2286,747,5.774278215,0.393700787,1.224846894,0.743657043,0,8.45,4.66,"S1056","S",25273,559,758.620967741935,5.73459985619603,"forest",5.73459985619603
"1275","S1057",8.43,4.53,"Nigeria:Ilorin:Kwara",40,"2500","10","2018-12-11","woodland: tropical woodland biome","","","0.804065647","6.204912443","14.4665896",2874,913,0.695894224,0.86986778,0.417536534,0.487125957,0,8.43,4.53,"S1057","S",24708,616,870.0625,5.64134640523688,"forest",5.64134640523688
"1276","S1058",8.47,4.67,"Nigeria:Ilorin:Kwara",40,"2500","10","2018-12-08","woodland: tropical woodland biome","non-native","","3.804618665","2.076352331","3.117063779",3537,384,1.187446989,30.9867119,1.017811705,0.395815663,0.028272547,8.47,4.67,"S1058","S",24551,242,322.275862068966,3.50393170657276,"forest",3.50393170657276
"1277","S106",30.34,119.44,"China:ZJ:Tianmushan",40,"2500","100","2012-09-19","forest: temperate coniferous forest biome","","","1.174314276","5.824754949","10.41456016",3795,1071,1.949934124,28.2740448,0.764163373,0.632411067,5.876152833,30.34,119.44,"S106","S",26669,577,885.417910447761,5.23850758597444,"coniferous",5.23850758597444
"1278","S1060",24.9,51.17,"Qatar:Al Kharrara",20,"2500","100","2019-06-08","shrubland: xeric shrubland biome","","","unknown","unknown","0.478",5558,643,0.989564592,0.233897085,0.017992083,0,0,24.9,51.17,"S1060","S",6849,336,483.144927536232,4.69714667587659,"shrubland",4.69714667587659
"1279","S1062",25.12,51.22,"Qatar:Mukaynis",20,"2500","100","2019-06-10","shrubland: xeric shrubland biome","","non-standard_sampling","unknown","unknown","0.255",4152,429,0.505780347,0.048169557,0.337186898,0,0,25.12,51.22,"S1062","S",23231,273,415.352941176471,3.98263999304377,"shrubland",3.98263999304377
"1280","S1063",25.21,50.98,"Qatar:Al Kharsaah",20,"2500","100","2019-06-11","shrubland: xeric shrubland biome","","non-standard_sampling","unknown","unknown","0.266",7088,951,0.380925508,0.155191874,0,0,0,25.21,50.98,"S1063","S",17315,373,650.067567567567,4.49164714927834,"shrubland",4.49164714927834
"1281","S1064",25.26,51,"Qatar:Al Kharsaah",20,"2500","100","2019-06-12","shrubland: xeric shrubland biome","","non-standard_sampling","unknown","unknown","0.278",5705,565,1.524978089,3.786152498,0.052585451,0,0,25.26,51,"S1064","S",15168,326,469.725806451613,4.69394764996312,"shrubland",4.69394764996312
"1282","S107",42.06,128.26,"China:Jilin:Changbaishan",40,"2500","100","2012-10","forest: temperate coniferous forest biome","","","-1.214228755","1.681976045","0.16238709",9681,1194,3.098853424,19.50211755,0.444168991,0.785042867,4.524325999,42.06,128.26,"S107","S",23177,509,816.598039215686,5.26962889615381,"coniferous",5.26962889615381
"1283","S1070",-38.67,176.7,"New Zealand:Whiri waterfall",40,"2500","100","2019-06-29","forest: temperate broadleaf forest biome","","","0.810588526","8.461551151","15.52692946",4392,531,3.551912568,38.02367942,0.409836066,2.390710383,0.409836066,-38.67,176.7,"S1070","S",29715,330,457,4.42011648127131,"broadleaf",4.42011648127131
"1284","S1071",-38.95,176.24,"New Zealand:Boyd",40,"2500","100","2019-06-29","forest: temperate broadleaf forest biome","","","-0.524997767","7.562221372","45.47566502",6371,920,1.161513106,24.54873646,0.549364307,1.569612306,1.365562706,-38.95,176.24,"S1071","S",25926,414,706.192307692308,4.69812435085661,"broadleaf",4.69812435085661
"1285","S1073",-37.96,176.17,"New Zealand:Mangorewa",40,"2500","100","2019-06-16","forest: temperate broadleaf forest biome","","","-2.075118395","9.511102604","9.741864407",5690,786,1.036906854,8.822495606,0,1.405975395,0.052724077,-37.96,176.17,"S1073","S",25444,398,619.038961038961,4.86181417030583,"broadleaf",4.86181417030583
"1286","S1074",-37.89,176.21,"New Zealand:Oropi",40,"2500","100","2019-06-08","forest: temperate broadleaf forest biome","","","-3.31046893","20.972518","96.92522876",5574,944,1.094366703,6.350914962,0.269106566,6.69178328,0.071761751,-37.89,176.21,"S1074","S",27965,455,723.085106382979,4.85165484222611,"broadleaf",4.85165484222611
"1287","S1075",-37.61,175.86,"New Zealand:Hot Springs",40,"2500","100","2019-06-15","forest: temperate broadleaf forest biome","","","-0.101296995","13.00639263","2.419738562",3067,555,1.20639061,6.716661232,0.260841213,4.564721226,0.847733942,-37.61,175.86,"S1075","S",28217,347,476.5,4.30012454594346,"broadleaf",4.30012454594346
"1288","S1076",-38.95,176.22,"New Zealand:Te Iringa",40,"2500","100","2019-06-29","forest: temperate broadleaf forest biome","","","-1.811379565","12.06582437","35.07490196",7383,906,2.275497765,4.090478125,0.582419071,1.489909251,2.11296221,-38.95,176.22,"S1076","S",24188,379,710.2,4.39349231800541,"broadleaf",4.39349231800541
"1289","S1078N",-38.68,176.7,"New Zealand:Whiri Naki",40,"2500","100","2019-06-29","forest: temperate broadleaf forest biome","","","-1.709299018","12.40167182","217.9549771",6102,926,2.261553589,24.79514913,0.278597181,3.146509341,0.114716486,-38.68,176.7,"S1078N","SN",27904,447,837.661764705882,4.93878590544871,"broadleaf",4.93878590544871
"1290","S1079",37.59,-1.08,"Spain:Cartagena",40,"2500","50","2019-06-26","forest: mediterranean forest biome","","","2.347198748","2.422593136","16.97495782",5960,772,1.426174497,0.251677852,0.016778523,0.067114094,0.016778523,37.59,-1.08,"S1079","S",25256,394,598.718309859155,5.00836088016573,"forest",5.00836088016573
"1291","S108",42.03,128.43,"China:Jilin:Changbaishan",40,"2500","100","2012-10","forest: temperate coniferous forest biome","","","0.09793786","2.774914289","3.775499848",4327,859,4.367922348,12.41044604,0.785763809,3.466605038,6.817656575,42.03,128.43,"S108","S",25559,491,724.420560747664,5.20570020805416,"coniferous",5.20570020805416
"1292","S1080",38.3,-0.72,"Spain:Elche",40,"2500","30","2019-07-01","shrubland: subtropical shrubland biome","","","2.602085128","2.056122099","40.49924866",7760,1148,0.579896907,1.546391753,0.322164948,0,0,38.3,-0.72,"S1080","S",26340,520,825.675675675676,5.44231142198121,"shrubland",5.44231142198121
"1293","S1082",-37.79,-73,"Chile:Nahuelbuta NP",40,"2500","100","2019-06-06","forest: temperate coniferous forest biome","","","2.467870041","7.70468986","7.822709163",10626,800,17.11838886,8.91210239,0.73404856,0.131752306,1.355166573,-37.79,-73,"S1082","S",28919,333,590.038461538462,4.52494984982893,"coniferous",4.52494984982893
"1294","S1083",-37.79,-73,"Chile:Nahuelbuta NP",40,"2500","100","2019-06-06","forest: temperate coniferous forest biome","","","2.524183633","3.790099478","1.27614317",6208,769,0.660438144,7.619201031,0.112757732,0.144974227,1.481958763,-37.79,-73,"S1083","S",28919,414,692.666666666667,4.41221883396572,"coniferous",4.41221883396572
"1295","S1088",37.74,126.53,"South Korea:Munsu",40,"2500","100","2019-07-30","forest: temperate broadleaf forest biome","","molds_above_5SD_median","2.239775726","0.686903119","4.998728664",2727,246,6.123945728,0.146681335,0,0.440044004,60.1760176,37.74,126.53,"S1088","S",22111,165,205.234042553192,2.45897297647041,"broadleaf",2.45897297647041
"1296","S1089",36.71,127.07,"South Korea:Taehwasan",40,"2500","100","2019-08-08","forest: temperate broadleaf forest biome","","","1.278911614","5.022262539","10.46109091",9676,860,17.38321621,10.15915668,0.082678793,1.560562216,14.15874328,36.71,127.07,"S1089","S",28764,340,646.109090909091,4.39238414820271,"broadleaf",4.39238414820271
"1297","S109",42.43,128.12,"China:Jilin:Changbaishan",40,"2500","100","2012-10","forest: temperate coniferous forest biome","","","0.067249772","2.20615585","0.161894162",6455,863,24.10534469,5.019364833,0.092951201,7.017815647,0.681642138,42.43,128.12,"S109","S",28263,422,798.214285714286,4.67720121418607,"coniferous",4.67720121418607
"1298","S1090",36.71,127.65,"South Korea:Sotjeommal",40,"2500","100","2019-08-09","forest: temperate coniferous forest biome","","molds_above_5SD_median","2.16669103","0.993459202","0.896673684",5697,383,21.41477971,0.596805336,0.035106196,0.56169914,63.5422152,36.71,127.65,"S1090","S",28092,146,237.285714285714,2.07559177357413,"coniferous",2.07559177357413
"1299","S1091",37,128.81,"South Korea:Bonghwa",40,"2500","100","2019-08-09","forest: temperate coniferous forest biome","","molds_above_5SD_median","0.979217053","4.057119313","3.751754123",7305,302,10.99247091,0.109514031,0.06844627,0.027378508,79.47980835,37,128.81,"S1091","S",28054,110,285.230769230769,1.5657659921806,"coniferous",1.5657659921806
"1300","S1092",52.71,23.82,"Poland:Pogorzelce",40,"2500","100","2019-09-20","forest: temperate broadleaf forest biome","","","0.62449036","1.793402571","28.52923077",6536,1019,27.37148103,4.360465116,0.397796818,1.943084455,1.346389229,52.71,23.82,"S1092","S",24553,466,899.232876712329,5.03952498102526,"broadleaf",5.03952498102526
"1301","S1095",-18.05,178.07,"Fiji:Namosi",40,"2500","100","2019-08-11","forest: tropical broadleaf forest biome","","","0.544362745","7.543594524","4.25506993",2833,926,0.776561948,16.34309919,0.847158489,0.600070597,0.494175785,-18.05,178.07,"S1095","S",19560,591,892.392857142857,5.48529920591222,"broadleaf",5.48529920591222
"1302","S1097",-18.38,177.99,"Fiji:Yanuka",40,"2500","100","2019-08-13","forest: tropical broadleaf forest biome","","","4.05239637","11.48445959","254.3721329",2952,934,1.558265583,19.30894309,0.81300813,1.287262873,0,-18.38,177.99,"S1097","S",19186,604,840.807142857143,5.6815666334258,"broadleaf",5.6815666334258
"1303","S1099",-18.1,177.32,"Fiji:Natendda",40,"2500","100","2019-08-15","forest: tropical broadleaf forest biome","","","2.72609933","1.480515729","unknown",3061,541,3.13622999,2.221496243,0.522704998,0.392028749,0.032669062,-18.1,177.32,"S1099","S",21706,357,473,4.07280716247663,"broadleaf",4.07280716247663
"1304","S110",39.97,115.43,"China:Beijing:Donglingshan",40,"2500","100","2012-10","forest: temperate coniferous forest biome","","","-0.30150608","5.439310847","3.983739837",4782,956,10.28858218,5.876202426,0.104558762,0.669176077,0.104558762,39.97,115.43,"S110","S",28083,494,859.978260869565,5.23201339728688,"coniferous",5.23201339728688
"1305","S1101",-25.13,25.51,"Botswana:Kanye",40,"2500","100","2019-08-15","woodland: tropical woodland biome","","","7.287756284","0.767915165","1.145510654",3696,912,0.378787879,1.19047619,0.405844156,0.162337662,0,-25.13,25.51,"S1101","S",24202,565,818.305084745763,5.64928999681845,"forest",5.64928999681845
"1306","S1102",-26.66,21.91,"Botswana:Middlepits",40,"2500","100","2019-08-16","shrubland: xeric shrubland biome","","","8.692436014","0.168281423","1.22466242",4869,549,0.205380982,0.041076196,2.505647977,0,0,-26.66,21.91,"S1102","S",10576,309,497.75,4.11849396541359,"shrubland",4.11849396541359
"1307","S1103",-26.19,22.62,"Botswana:Logaganeng",40,"2500","100","2019-08-16","shrubland: xeric shrubland biome","","","10.44325085","0.222102944","11.10749345",3967,551,7.764053441,0.403327451,0.151247794,0.17645576,0,-26.19,22.62,"S1103","S",13619,348,544.558823529412,4.73086180122912,"shrubland",4.73086180122912
"1308","S1104",-24.71,23.46,"Botswana:Kokothsa",40,"2500","100","2019-08-17","woodland: tropical woodland biome","","","7.703446857","0.235264202","1.184449099",3322,586,1.715833835,0.361228176,0.331125828,0.361228176,0,-24.71,23.46,"S1104","S",15352,395,528.655172413793,4.96463287858006,"forest",4.96463287858006
"1309","S1105",-24.61,24.57,"Botswana:Iwaneng",40,"2500","100","2019-08-17","woodland: tropical woodland biome","","","8.076536632","0.307936279","1.025810461",3567,539,0.392486683,1.569946734,0.140173816,0.056069526,0,-24.61,24.57,"S1105","S",23527,379,526.189873417722,4.91131239409652,"forest",4.91131239409652
"1310","S1106",-24.46,26.04,"Botswana:Mochudi",40,"2500","100","2019-08-17","shrubland: tropical shrubland biome","","","10.55319427","0.333143201","6.868",2880,587,0.902777778,2.291666667,1.111111111,0,0,-24.46,26.04,"S1106","S",27106,405,522.96875,5.00683141748313,"shrubland",5.00683141748313
"1311","S1107",-23.79,26.45,"Botswana:Dibete",40,"2500","100","2019-08-17","woodland: tropical woodland biome","","","6.569090619","0.577167008","0.905844156",4871,906,1.478135906,1.601313899,0.205296654,0.184766988,0,-23.79,26.45,"S1107","S",22870,482,683.409090909091,5.26054379578152,"forest",5.26054379578152
"1312","S1108",-23.2,26.79,"Botswana:Mahalapye",40,"2500","100","2019-08-17","shrubland: xeric shrubland biome","","","9.887362679","2.390178428","120.2589147",2093,602,2.341137124,1.481127568,0.047778309,0,0,-23.2,26.79,"S1108","S",23329,460,599.407079646018,5.13439702063784,"shrubland",5.13439702063784
"1313","S1109",-22.28,26.79,"Botswana:Paje",40,"2500","100","2019-08-27","shrubland: xeric shrubland biome","","","8.36504632","0.517890587","4.014114286",2959,812,0.94626563,0.878675228,0,0.473132815,0,-22.28,26.79,"S1109","S",24403,552,770.088,5.57798526893061,"shrubland",5.57798526893061
"1314","S111",39.96,115.43,"China:Beijing:Donglingshan",40,"2500","100","2012-10","forest: temperate broadleaf forest biome","","","1.507652771","3.188034101","2.072960065",5811,1125,2.994321115,3.820340733,0.068834968,0.361383583,0.034417484,39.96,115.43,"S111","S",27084,531,889.676470588235,5.42300929850904,"broadleaf",5.42300929850904
"1315","S1110",-22.52,27.05,"Botswana:Palapye",40,"2500","100","2019-08-27","woodland: tropical woodland biome","","","7.092205129","0.338889087","2.67879468",3036,565,0.296442688,0.889328063,0.362318841,0,0,-22.52,27.05,"S1110","S",16750,396,511.387096774194,4.50395552441958,"forest",4.50395552441958
"1316","S1122",58.38,45.65,"Russia:Kostroma Oblast:Sharyinsky",40,"2500","100","2019-08-25","forest: temperate broadleaf forest biome","","","2.380982447","3.974981289","26.72055814",4623,822,2.379407311,26.47631408,1.75210902,1.665585118,9.647415098,58.38,45.65,"S1122","S",26536,441,678.866666666667,4.63168243682075,"broadleaf",4.63168243682075
"1317","S1123",56.79,58.27,"Russia:Sverdlovsk Oblast:Achitskiy",40,"2500","100","2019-08-27","forest: temperate coniferous forest biome","","","2.207097448","5.23658124","9.402978454",3947,743,0.684063846,8.259437548,0.25335698,0.608056752,1.418799088,56.79,58.27,"S1123","S",27214,402,721.514285714286,4.81471301755314,"coniferous",4.81471301755314
"1318","S1124",56.53,66.5,"Russia:Tyumen Oblast:Zavodoukovskiy",40,"2500","100","2019-08-28","forest: temperate coniferous forest biome","","","1.120292211","1.853558866","10.98956522",7409,1122,0.445404238,2.780402214,0.377918747,0.161965177,2.051558915,56.53,66.5,"S1124","S",21058,507,853.336633663366,5.27162274790375,"coniferous",5.27162274790375
"1319","S1125",55.35,78.6,"Russia:Novosibirsk oblast:Novogutovo",40,"2500","100","2019-08-29","forest: temperate coniferous forest biome","","","3.325144038","10.29741352","114.3972603",3807,756,0.60415025,1.050696086,0.078802206,0.078802206,0.814289467,55.35,78.6,"S1125","S",27585,439,699.012195121951,5.05785194239675,"coniferous",5.05785194239675
"1320","S1126",55.71,83.7,"Russia:Novosibirsk Oblast:Starobibeevo",40,"2500","100","2019-08-30","forest: temperate coniferous forest biome","","","0.928988273","5.419384127","37.35180511",3300,643,0.424242424,5.060606061,0.090909091,0.636363636,1.242424242,55.71,83.7,"S1126","S",29326,406,623.784810126582,4.85177197464643,"coniferous",4.85177197464643
"1321","S1127",55.44,64.88,"Russia:Kurgan Oblast:Ketovsky",40,"2500","100","2019-09-02","forest: temperate coniferous forest biome","","","0.569150254","6.852787381","32.63824128",6484,1042,0.678593461,2.683528686,0.107958051,0.46267736,2.220851326,55.44,64.88,"S1127","S",27139,495,910.096385542169,5.28801968645133,"coniferous",5.28801968645133
"1322","S1129",39.27,8.81,"Italy:Siliqua",40,"2500","100","2019-07-10","forest: mediterranean forest biome","non-native","","4.452889361","2.276129622","5.069918597",7383,1104,3.629960721,2.546390356,0.108357036,0.419883516,0.961668698,39.27,8.81,"S1129","S",29258,465,967.808823529412,4.93453249674192,"forest",4.93453249674192
"1323","S113",53.12,-2.21,"United Kingdom:Limekiln Woods",40,"2500","100","2012-07-15","forest: temperate broadleaf forest biome","","","-3.162134181","12.9837018","43.46860489",8256,1144,11.3250969,6.468023256,1.925872093,3.076550388,0.763081395,53.12,-2.21,"S113","S",27179,460,770.967741935484,4.66402577651743,"broadleaf",4.66402577651743
"1324","S1130",39.46,8.86,"Italy:Serramanna",40,"2500","100","2019-07-10","forest: mediterranean forest biome","non-native","","1.7654144","2.560558354","35.14497284",5677,874,4.438964242,1.10974106,0.246609125,0.475603312,1.920028184,39.46,8.86,"S1130","S",25789,449,772.470588235294,4.87691643668408,"forest",4.87691643668408
"1325","S1131",39.41,8.71,"Italy:Villacidro",40,"2500","100","2019-07-10","forest: mediterranean forest biome","","","0.700766283","5.223362248","9.220201064",4971,1095,2.675518004,0.643733655,0.261516797,0.945483806,0.221283444,39.41,8.71,"S1131","S",24461,520,1063.46153846154,5.12872165430226,"forest",5.12872165430226
"1326","S1132",39.8,8.63,"Italy:Arborea",40,"2500","100","2019-07-14","forest: mediterranean forest biome","non-native","","2.495941054","0.44657411","0.82586155",8503,1006,4.704222039,1.564153828,0.211689992,0.446901094,0.717393861,39.8,8.63,"S1132","S",29740,462,723.847826086957,5.27890046898598,"forest",5.27890046898598
"1327","S1133",39.84,8.66,"Italy:Santa Giusta",40,"2500","100","2019-07-14","forest: mediterranean forest biome","","","unknown","unknown","0.826718072",4658,684,5.925289824,1.137827394,0.171747531,3.327608416,3.971661657,39.84,8.66,"S1133","S",29410,374,578.444444444444,4.98331880233866,"forest",4.98331880233866
"1328","S1134",39.78,9.61,"Italy:Cardedu",40,"2500","100","2019-07-17","forest: mediterranean forest biome","non-native","","2.935760777","0.645900509","8.880080348",6732,692,7.397504456,0.13368984,0.029708853,0.029708853,0,39.78,9.61,"S1134","S",28979,367,566.943661971831,4.61635758465729,"forest",4.61635758465729
"1329","S1135",39.64,9.58,"Italy:Tertenia",40,"2500","100","2019-08-03","forest: mediterranean forest biome","non-native","","1.136387124","1.091311466","1.084973822",9402,979,3.520527547,0.808338651,0.148904488,0.170176558,0.138268454,39.64,9.58,"S1135","S",27317,406,656.62962962963,4.72432970859152,"forest",4.72432970859152
"1330","S1136",39.74,9.57,"Italy:Jerzu",40,"2500","100","2019-08-03","forest: mediterranean forest biome","","","0.918045959","10.17268434","60.61400662",6748,1069,5.986959099,0.459395376,0.281564908,0.607587433,2.385892116,39.74,9.57,"S1136","S",26383,459,757.483146067416,5.06072906152127,"forest",5.06072906152127
"1331","S1137",39.26,9.53,"Italy:Castiadas",40,"2500","100","2019-08-03","forest: mediterranean forest biome","non-native","","3.732852915","2.464212778","63.59715655",10091,1188,3.428797939,1.744128431,0.297294619,1.218907938,0.852244574,39.26,9.53,"S1137","S",27098,489,1012.8125,4.81780541730062,"forest",4.81780541730062
"1332","S1138",39.23,9.49,"Italy:Castiadas",40,"2500","100","2019-08-03","forest: mediterranean forest biome","","","0.334483941","2.563186472","9.591019108",5615,971,1.869991095,1.442564559,0.089047195,0.17809439,0.160284951,39.23,9.49,"S1138","S",23775,474,753.345794392523,5.01748551565721,"forest",5.01748551565721
"1333","S1139",40.61,8.22,"Italy:Alghero",40,"2500","100","2019-08-09","forest: mediterranean forest biome","non-native","","0.423142196","2.991095119","0.873890171",8128,1165,3.346456693,1.439468504,0.135334646,0.688976378,1.956200787,40.61,8.22,"S1139","S",26111,485,918.060975609756,5.20429313409366,"forest",5.20429313409366
"1334","S114",49.02,13.48,"Czech Republic:Sumava NP",40,"2500","100","2011-10-20","forest: temperate coniferous forest biome","","","-2.01","unknown","50.03549531",8403,1100,0.119005117,13.35237415,0.190408188,0.856836844,3.201237653,49.02,13.48,"S114","S",22973,458,795.85,5.1149159027714,"coniferous",5.1149159027714
"1335","S1140",40.61,8.22,"Italy:Alghero",40,"2500","100","2019-08-09","forest: mediterranean forest biome","","","-0.263479396","2.262740282","0.569448244",6339,887,4.764158385,4.006941158,0.14197823,1.072724404,2.760687806,40.61,8.22,"S1140","S",26111,418,626.779069767442,4.94887139928572,"forest",4.94887139928572
"1336","S1141",40.54,9.67,"Italy:Siniscola",40,"2500","100","2019-08-16","forest: mediterranean forest biome","non-native","","1.727184667","1.237684496","1.496740679",9104,1310,2.076010545,1.142355009,0.219683656,0.450351494,0.681019332,40.54,9.67,"S1141","S",27639,530,1034.15789473684,5.05350278345721,"forest",5.05350278345721
"1337","S1142",40.65,9.71,"Italy:Posada",40,"2500","100","2019-08-16","forest: mediterranean forest biome","non-native","","5.535305942","1.219477787","21.66727727",5495,837,6.587807097,1.110100091,0.327570519,0.491355778,1.710646042,40.65,9.71,"S1142","S",26670,443,819.04,4.92780278468743,"forest",4.92780278468743
"1338","S1143",40.7,9.72,"Italy:Budoni",40,"2500","100","2019-08-16","forest: mediterranean forest biome","non-native","","3.748603463","0.943178341","8.465649423",5267,838,4.157964686,1.101196127,0.208847541,0.816404025,0.721473324,40.7,9.72,"S1143","S",28368,429,699.647058823529,4.91636184338635,"forest",4.91636184338635
"1339","S1144",40.7,9.73,"Italy:Budoni",40,"2500","100","2019-08-16","forest: mediterranean forest biome","","","-0.777979844","0.344205227","0.92367599",5817,765,12.27436823,2.95685061,0.275055871,1.392470346,1.615953241,40.7,9.73,"S1144","S",20383,436,637.223404255319,5.19595582527442,"forest",5.19595582527442
"1340","S1147A",25.4,51.47,"Qatar:Al-Khisah",20,"2500","100","2018-06-15","shrubland: xeric shrubland biome","","non-standard_sampling","unknown","unknown","0.305",4360,213,0.871559633,2.270642202,0.068807339,0,0,25.4,51.47,"S1147A","SA",630,144,197.260869565217,3.0060265702348,"shrubland",3.0060265702348
"1341","S1148A",25.37,51.5,"Qatar:Al Tarfa",20,"2500","100","2018-06-16","shrubland: xeric shrubland biome","","non-standard_sampling","unknown","unknown","0.345",5823,407,1.957753735,0.171732784,1.339515714,0.10303967,0,25.37,51.5,"S1148A","SA",24802,241,383.676470588235,4.40633212311873,"shrubland",4.40633212311873
"1342","S1149A",25.83,51.24,"Qatar:Al Ghuwayriyah",20,"2500","100","2018-06-17","shrubland: xeric shrubland biome","","non-standard_sampling","unknown","unknown","0.678",5560,330,0.071942446,2.050359712,0.179856115,0,0,25.83,51.24,"S1149A","SA",3291,181,268.129032258065,3.7043367803528,"shrubland",3.7043367803528
"1343","S115",49.12,13.24,"Czech Republic:Sumava NP",40,"2500","100","2011-10-20","forest: temperate broadleaf forest biome","","","-2.406523071","11.45647407","20.91158258",7461,1141,0.763972658,3.404369387,0.080418175,1.219675647,0.281463611,49.12,13.24,"S115","S",27150,448,987.22972972973,4.29796942716121,"broadleaf",4.29796942716121
"1344","S1150A",25.86,51.08,"Qatar:Al Nu'man",20,"2500","100","2018-06-17","shrubland: xeric shrubland biome","","","unknown","unknown","0.736",2138,316,0,0.561272217,0.608044902,0,0,25.86,51.08,"S1150A","SA",18566,257,298.142857142857,4.62379165873075,"shrubland",4.62379165873075
"1345","S1155",50,11.85,"Germany:Fichtelberg",40,"2500","100","2019-08-31","forest: temperate broadleaf forest biome","","","-0.293149858","7.28606636","15.7484863",8147,1220,0.085921198,14.99938628,1.927089726,1.09242666,0.417331533,50,11.85,"S1155","S",29845,499,994.723684210526,5.02556164381676,"broadleaf",5.02556164381676
"1346","S1156",44.39,10.1,"Italy:Valditacca",40,"2500","100","2019-09-07","forest: temperate broadleaf forest biome","","","-0.690847926","6.813970475","22.04869203",12825,1475,0.109161793,13.27095517,1.504873294,0.171539961,2.074074074,44.39,10.1,"S1156","S",26840,516,1060.67857142857,5.07545677767436,"broadleaf",5.07545677767436
"1347","S1157",53.18,13.82,"Germany:Schorfheide-Chorin",40,"2500","100","2019-08-27","forest: temperate broadleaf forest biome","","","1.903086547","23.63541478","20.85775564",6773,1017,0.295290123,8.371474974,0.19193858,2.421379005,0,53.18,13.82,"S1157","S",28721,478,779.25,5.09022860799221,"broadleaf",5.09022860799221
"1348","S1158",46.37,11.35,"Italy:Aldino",40,"2500","100","2019-09-05","forest: temperate broadleaf forest biome","","","1.006098698","11.38539951","23.13128733",17237,1437,0.034808841,8.882056042,0.179845681,0.261066311,0.110227998,46.37,11.35,"S1158","S",29626,422,858.684931506849,4.27125009676533,"broadleaf",4.27125009676533
